image_id,x,y,width,height,english_text,hindi_text,bengali_text,malayalam_text,odia_text
2340616,65,256,37,25,fast moving ball towards home plate,तेजी से चलती गेंद घर की प्लेट की ओर,হোম প্লেটের দিকে দ্রুত চলমান বল,ഹോം പ്ലേറ്റിലേക്ക് വേഗത്തിൽ നീങ്ങുന്ന പന്ത്,ଘର ପ୍ଲେଟ ଆଡକୁ ଦ୍ରୁତ ଗତିଶୀଳ ବଲ୍ |
2373674,90,118,239,212,a fast food ordering bar,एक फास्ट फूड ऑर्डरिंग बार,একটি ফাস্ট ফুড অর্ডার বার,ഒരു ഫാസ്റ്റ് ഫുഡ് ഓർഡറിംഗ് ബാർ,ଏକ ଫାଷ୍ଟଫୁଡ୍ ଅର୍ଡର ବାର୍ |
2318187,371,319,90,15,The date 02/10/2009.,दिनांक 02/10/2009।,তারিখ 02/10/2009।,തീയതി 02/10/2009.,ତାରିଖ 02/10/2009
2339107,7,98,440,58,train going by fast,ट्रेन तेजी से जा रही है,দ্রুত যেতে ট্রেন,വേഗത്തിൽ പോകുന്ന ട്രെയിൻ,ଟ୍ରେନ୍ ଦ୍ରୁତ ଗତିରେ ଯାଉଛି |
2371811,395,336,102,35,date and time stamp,तारीख और समय टिकट,তারিখ এবং সময় স্ট্যাম্প,"തീയതി, സമയ സ്റ്റാമ്പ്",ତାରିଖ ଏବଂ ସମୟ ଷ୍ଟାମ୍ପ୍ |
2348705,70,446,32,37,person has fair colored skin,व्यक्ति की त्वचा का रंग गोरा होता है,ব্যক্তির ফর্সা বর্ণের ত্বক থাকে,വ്യക്തിക്ക് നല്ല നിറമുള്ള ചർമ്മമുണ്ട്,ବ୍ୟକ୍ତିର ସୁନ୍ଦର ରଙ୍ଗର ଚର୍ମ ଅଛି |
2414441,3,485,118,12,the copyright stamp on the photo,फोटो पर कॉपीराइट की मुहर,ছবির কপিরাইট স্ট্যাম্প,ഫോട്ടോയിലെ പകർപ്പവകാശ സ്റ്റാമ്പ്,ଫଟୋରେ କପିରାଇଟ୍ ଷ୍ଟାମ୍ପ୍ |
2324578,185,73,312,121,grey fine toothed comb,ग्रे ठीक दांतेदार कंघी,ধূসর জরিমানা দাঁতযুক্ত ঝুঁটি,ചാരനിറത്തിൽ പല്ലുള്ള ചീപ്പ്,ଧୂସର ସୂକ୍ଷ୍ମ ଦାନ୍ତିଆ କମ୍
2371596,27,4,466,363,pizza on a butcher block table,कसाई ब्लॉक की मेज पर पिज्जा,কসাই ব্লক টেবিলে পিজ্জা,ഒരു കശാപ്പ് ബ്ലോക്ക് ടേബിളിൽ പിസ്സ,ଏକ ବୁଟର୍ ବ୍ଲକ୍ ଟେବୁଲ୍ ଉପରେ ପିଜ୍ଜା |
2399680,195,118,50,17,gold Chinese characters on a red flag,लाल झंडे पर सोने के चीनी पात्र,একটি লাল পতাকায় স্বর্ণের চীনা অক্ষর,ചുവന്ന പതാകയിൽ സ്വർണ്ണ ചൈനീസ് പ്രതീകങ്ങൾ,ଏକ ନାଲି ପତାକା ଉପରେ ସୁନା ଚାଇନିଜ୍ ଅକ୍ଷର |
2384145,340,308,97,40,The date stamp on the photo.,फोटो पर तारीख की मोहर।,ছবির উপর তারিখ স্ট্যাম্প।,ഫോട്ടോയിലെ തീയതി സ്റ്റാമ്പ്.,ଫଟୋରେ ତାରିଖ ଷ୍ଟାମ୍ପ୍ |
2415032,1,109,33,71,red and white cross on man's shoulder,आदमी के कंधे पर लाल और सफेद क्रॉस,মানুষের কাঁধে লাল এবং সাদা ক্রস,മനുഷ്യന്റെ തോളിൽ ചുവപ്പും വെള്ളയും കുരിശ്,ମନୁଷ୍ୟର କାନ୍ଧରେ ଲାଲ ଏବଂ ଧଳା କ୍ରସ୍ |
2412741,12,184,146,141,second bird is standing on car,दूसरा पक्षी कार पर खड़ा है,দ্বিতীয় পাখি গাড়িতে দাঁড়িয়ে আছে,രണ്ടാമത്തെ പക്ഷി കാറിൽ നിൽക്കുന്നു,ଦ୍ୱିତୀୟ ପକ୍ଷୀ କାର ଉପରେ ଠିଆ ହୋଇଛନ୍ତି |
1159682,428,592,383,87,white lines painted on court,कोर्ट पर चित्रित सफेद लाइनें,সাদা লাইন কোর্টে আঁকা,കോർട്ടിൽ വരച്ച വെളുത്ത വരകൾ,କୋର୍ଟରେ ଧଳା ରେଖା ଚିତ୍ରିତ |
2323353,10,20,481,281,A tennis court has snow on the surface,एक टेनिस कोर्ट में सतह पर बर्फ है,একটি টেনিস কোর্টের তলদেশে বরফ রয়েছে,ഒരു ടെന്നീസ് കോർട്ടിന്റെ ഉപരിതലത്തിൽ മഞ്ഞ് ഉണ്ട്,ଏକ ଟେନିସ୍ କୋର୍ଟରେ ଭୂପୃଷ୍ଠରେ ତୁଷାରପାତ ହୋଇଛି |
2328963,315,434,46,62,a metal stand under the seat of a bench,एक बेंच की सीट के नीचे एक धातु स्टैंड,একটি বেঞ্চের সিটের নীচে একটি ধাতব স্ট্যান্ড,ഒരു ബെഞ്ചിന്റെ സീറ്റിനടിയിൽ മെറ്റൽ സ്റ്റാൻഡ് ഉണ്ട്,ଏକ ବେଞ୍ଚର ସିଟ୍ ତଳେ ଏକ ଧାତୁ ଷ୍ଟାଣ୍ଡ |
2405721,23,32,475,265,a railing forms a corner sitting area,एक रेलिंग एक कोने के बैठने का क्षेत्र बनाती है,একটি রেলিং কোণার বসার অঞ্চল গঠন করে,ഒരു റെയിലിംഗ് ഒരു കോണിൽ ഇരിക്കുന്ന സ്ഥലമായി മാറുന്നു,ଏକ ରେଲିଂ ଏକ କୋଣାର୍କ ବସିବା ସ୍ଥାନ ସୃଷ୍ଟି କରେ |
2414841,118,222,81,109,boy sitting cross-legged on ground,लड़का जमीन पर क्रॉस-लेग किया हुआ बैठा था,ছেলেটি মাটিতে ক্রস লেগে বসে আছে,കുട്ടി നിലത്ത് ക്രോസ്സ്-ലെഗ്ഡ് ആയി ഇരിക്കുന്നു,ଭୂମିରେ କ୍ରସ୍ ଗୋଡରେ ବସିଥିବା ବାଳକ |
2381359,128,318,121,13,date and hotel that the photo was taken,तारीख और होटल कि तस्वीर ली गई थी,তারিখ এবং হোটেল যে ছবি তোলা হয়েছিল,ഫോട്ടോ എടുത്ത തീയതിയും ഹോട്ടലും,ଫଟୋ ଉଠାଯାଇଥିବା ତାରିଖ ଏବଂ ହୋଟେଲ |
2357970,103,362,135,76,fine china with flower design,फूल डिजाइन के साथ ठीक चीन,ফুলের নকশা সহ সূক্ষ্ম চীন,പുഷ്പ രൂപകൽപ്പനയുള്ള ഫൈൻ ചൈന,ଫୁଲ ଡିଜାଇନ୍ ସହିତ ସୂକ୍ଷ୍ମ ଚୀନ୍ |
2351059,5,169,486,165,green field next to players,खिलाड़ियों के आगे हरा मैदान,খেলোয়াড়দের পাশে সবুজ ক্ষেত্র,കളിക്കാർക്ക് അടുത്തുള്ള പച്ച ഫീൽഡ്,ଖେଳାଳୀଙ୍କ ପାଖରେ ସବୁଜ କ୍ଷେତ୍ର |
2337228,384,135,115,184,black metal cross-walk light,ब्लैक मेटल क्रॉस-वॉक लाइट,কালো ধাতব ক্রস ওয়াক আলো,കറുത്ത മെറ്റൽ ക്രോസ്സ്-വാക്ക് ലൈറ്റ്,କଳା ଧାତୁ କ୍ରସ୍-ଚାଲିବା ଆଲୋକ |
2404456,160,100,29,31,a lone spectator behind the tennis players,टेनिस खिलाड़ियों के पीछे एक अकेला दर्शक,টেনিস খেলোয়াড়দের পিছনে একাকী দর্শক,ടെന്നീസ് കളിക്കാർക്ക് പിന്നിൽ ഒരു കാഴ്ചക്കാരൻ,ଟେନିସ୍ ଖେଳାଳୀଙ୍କ ପଛରେ ଏକାକୀ ଦର୍ଶକ |
2409384,418,15,69,14,the picture has a date stamp,तस्वीर में एक तारीख मोहर है,ছবিটিতে একটি তারিখের স্ট্যাম্প রয়েছে,ചിത്രത്തിന് ഒരു തീയതി സ്റ്റാമ്പ് ഉണ്ട്,ଚିତ୍ରର ଏକ ତାରିଖ ଷ୍ଟାମ୍ପ ଅଛି |
2352697,398,28,63,141,Calendar has star wars characters on it,कैलेंडर में इस पर स्टार वार्स कैरेक्टर हैं,ক্যালেন্ডারে এতে তারকা যুদ্ধের অক্ষর রয়েছে,കലണ്ടറിൽ സ്റ്റാർ വാർസ് പ്രതീകങ്ങളുണ്ട്,କ୍ୟାଲେଣ୍ଡରରେ ତାରକା ଯୁଦ୍ଧ ଅକ୍ଷର ଅଛି |
2388311,264,6,210,102,spectator seats at a tennis court,टेनिस कोर्ट में दर्शक सीटें,টেনিস কোর্টে দর্শকের আসন,ഒരു ടെന്നീസ് കോർട്ടിലെ കാണികളുടെ സീറ്റുകൾ,ଏକ ଟେନିସ୍ କୋର୍ଟରେ ଦର୍ଶକ ଆସନ |
2379175,215,76,117,423,a hard true tennis court,एक सच्चा टेनिस कोर्ट,একটি কঠিন সত্য টেনিস কোর্ট,ഹാർഡ് ട്രൂ ടെന്നീസ് കോർട്ട്,ଏକ କଠିନ ସତ୍ୟ ଟେନିସ୍ କୋର୍ଟ |
2329041,99,382,175,95,Grate over a concrete block,एक कंक्रीट ब्लॉक पर पीसें,একটি কংক্রিট ব্লকের উপর কষান,ഒരു കോൺക്രീറ്റ് ബ്ലോക്കിന് മുകളിൽ ഗ്രേറ്റ്,ଏକ କଂକ୍ରିଟ୍ ବ୍ଲକ୍ ଉପରେ ଗ୍ରେଟ୍ କରନ୍ତୁ |
2336627,181,171,90,36,foreign characters on the vehicle's side,वाहन की तरफ विदेशी अक्षर,গাড়ির পাশে বিদেশী অক্ষর,വാഹനത്തിന്റെ വശത്തുള്ള വിദേശ പ്രതീകങ്ങൾ,ଗାଡି ପାର୍ଶ୍ୱରେ ବିଦେଶୀ ଅକ୍ଷର |
2352371,172,240,129,40,wood platform for bird to stand on,पक्षी के लिए लकड़ी का मंच,পাখি দাঁড়িয়ে জন্য কাঠের প্ল্যাটফর্ম,പക്ഷിക്ക് നിൽക്കാൻ വുഡൻ പ്ലാറ്റ്ഫോം,ପକ୍ଷୀ ଉପରେ ଠିଆ ହେବା ପାଇଁ କାଠ ପ୍ଲାଟଫର୍ମ |
2412900,32,72,445,281,Woman going fast downhill.,तेज गति से जा रही महिला।,মহিলা দ্রুত উতরাইয়ের দিকে যাচ্ছে।,വേഗത്തിൽ താഴേക്ക് പോകുന്ന സ്ത്രീ.,ସ୍ତ୍ରୀ ଦ୍ରୁତ ଗତିରେ ଯାଉଛି |
2407415,80,15,336,115,second floor windows,दूसरी मंजिल की खिड़कियां,দ্বিতীয় তলার জানালা,രണ്ടാം നിലയിലെ വിൻഡോകൾ,ଦ୍ୱିତୀୟ ମହଲା ୱିଣ୍ଡୋ |
2403736,290,150,44,35,second red and blue train,दूसरी लाल और नीली ट्रेन,দ্বিতীয় লাল এবং নীল ট্রেন,"രണ്ടാമത്തെ ചുവപ്പ്, നീല ട്രെയിൻ",ଦ୍ୱିତୀୟ ଲାଲ୍ ଏବଂ ନୀଳ ଟ୍ରେନ୍ |
2346424,377,139,36,82,White lamp shade on tall stand,लंबे स्टैंड पर सफेद लैंप की छटा,লম্বা স্ট্যান্ডে সাদা ল্যাম্প শেড,ഉയരമുള്ള സ്റ്റാൻഡിൽ വെളുത്ത വിളക്കിന്റെ നിഴൽ,ଲମ୍ବା ଷ୍ଟାଣ୍ଡରେ ଧଳା ଦୀପ ଛାଇ |
2344409,292,165,36,88,fast pass tickets on bus window,बस खिड़की पर तेजी से टिकट पास,বাসের জানালায় দ্রুত পাসের টিকিট,ബസ്സ് വിൻഡോയിൽ ഫാസ്റ്റ് പാസ് ടിക്കറ്റുകൾ,ବସ୍ ୱିଣ୍ଡୋରେ ଦ୍ରୁତ ପାସ୍ ଟିକେଟ୍ |
2387443,338,86,160,240,an english style toilet,एक अंग्रेजी शैली का शौचालय,একটি ইংরেজি স্টাইল টয়লেট,ഒരു ഇംഗ്ലീഷ് ശൈലിയിലുള്ള ടോയ്‌ലറ്റ്,ଏକ ଇଂରାଜୀ ଶୈଳୀ ଶୌଚାଳୟ |
2315526,436,274,62,60,Large models in the park field,पार्क क्षेत्र में बड़े मॉडल,পার্ক মাঠে বড় মডেল,പാർക്ക് ഫീൽഡിലെ വലിയ മോഡലുകൾ,ପାର୍କ ପଡ଼ିଆରେ ବଡ଼ ମଡେଲ |
2383301,0,271,41,214,chair is decorated with Disney characters,कुर्सी को डिज्नी के पात्रों से सजाया गया है,চেয়ার ডিজনি অক্ষর সজ্জিত,കസേര ഡിസ്നി പ്രതീകങ്ങളാൽ അലങ്കരിച്ചിരിക്കുന്നു,ଚେୟାର ଡିଜନି ଅକ୍ଷର ସହିତ ସଜାଯାଇଛି |
2333725,138,140,77,27,knife on the chopping block,काट ब्लॉक पर चाकू,কাটা ব্লকের উপর ছুরি,ചോപ്പിംഗ് ബ്ലോക്കിലെ കത്തി,କଟା ବ୍ଲକରେ ଛୁରୀ |
2404278,40,280,92,165,A bed of steel springs,स्टील स्प्रिंग्स का एक बिस्तर,স্টিলের ঝর্ণার একটি বিছানা,ഉരുക്ക് സ്പ്രിങ്ങുകൾ ഉള്ള ഒരു കിടക്ക,ଇସ୍ପାତ ସ୍ପ୍ରିଙ୍ଗ
4215,36,31,386,291,this is a fast food place,यह एक फास्ट फूड जगह है,এটি একটি ফাস্ট ফুডের জায়গা,ഇതൊരു ഫാസ്റ്റ് ഫുഡ് സ്ഥലമാണ്,ଏହା ଏକ ଫାଷ୍ଟଫୁଡ୍ ସ୍ଥାନ |
1593198,266,77,92,152,beige table lamp on stand,स्टैंड पर बेज टेबल लैंप,স্ট্যান্ডে বেইজ টেবিল ল্যাম্প,ബീജ് ടേബിൾ ലാമ്പ് സ്റ്റാൻഡിൽ,ଷ୍ଟାଣ୍ଡରେ ବେଜି ଟେବୁଲ୍ ଲ୍ୟାମ୍ପ |
285602,367,63,646,617,the tennis court,टेनिस कोर्ट,টেনিস কোর্ট,ടെന്നീസ് കോർട്ട്,ଟେନିସ୍ କୋର୍ଟ
2358802,304,123,65,84,trunk of elephant forms a C,हाथी के सूंड से C बनता है,হাতির ট্রাঙ্ক একটি সি গঠন করে,ആനയുടെ തുമ്പിക്കൈ ഒരു സി പോലിരിക്കുന്നു,ହାତୀର ଟ୍ରଙ୍କ ଏକ C ଗଠନ କରେ |
2381902,9,36,215,209,food on english muffin with yellow sauce,पीले सॉस के साथ अंग्रेजी मफिन पर खाना,হলুদ সসের সাথে ইংলিশ মাফিনে খাবার,മഞ്ഞ സോസ് ഉപയോഗിച്ച് ഇംഗ്ലീഷ് മഫിനിലെ ഭക്ഷണം,ହଳଦିଆ ସସ୍ ସହିତ ଇଂରାଜୀ ମଫିନ୍ ଉପରେ ଖାଦ୍ୟ |
2368085,23,153,210,117,This part of the court is blue,कोर्ट का यह हिस्सा नीला है,কোর্টের এই অংশটি নীল,കോർട്ടിന്റെ ഈ ഭാഗം നീലയാണ്,କୋର୍ଟର ଏହି ଅଂଶ ନୀଳ ଅଟେ |
2398695,170,15,71,22,an attraction for a fair,एक मेले के लिए एक आकर्षण,একটি মেলা জন্য আকর্ষণ,ഒരു മേളയ്ക്കുള്ള ആകർഷണം,ଏକ ମେଳା ପାଇଁ ଏକ ଆକର୍ଷଣ |
2328447,9,278,434,62,blue box on tennis court,टेनिस कोर्ट पर ब्लू बॉक्स,টেনিস কোর্টে ব্লু বক্স,ടെന്നീസ് കോർട്ടിലെ നീല ബോക്സ്,ଟେନିସ୍ କୋର୍ଟରେ ନୀଳ ବାକ୍ସ |
2115,262,327,77,94,black metal plant stand,काले धातु संयंत्र स्टैंड,কালো ধাতব উদ্ভিদ স্ট্যান্ড,ബ്ലാക്ക് മെറ്റൽ പ്ലാന്റ് സ്റ്റാൻഡ്,କଳା ଧାତୁ ଉଦ୍ଭିଦ ଷ୍ଟାଣ୍ଡ |
2380962,239,75,257,154,the players hanging out in the dugout,डगआउट में बाहर घूमने वाले खिलाड़ी,খেলোয়াড়রা হতাশায় ঝুলছে,ഡഗ് ഔട്ടിൽ ഇരിക്കുന്ന കളിക്കാർ,ଖେଳାଳୀମାନେ ଡଗଆଉଟ ରେ ଝୁଲୁଛନ୍ତି |
2413216,136,229,26,11,Base of the yellow umbrella second from the left,पीले छतरी का आधार बाईं ओर से दूसरा है,বাম থেকে দ্বিতীয় হলুদ ছাতা বেস,ഇടത് വശത്ത് നിന്ന് മഞ്ഞ കുടയുടെ അടിസ്ഥാനം,ହଳଦିଆ ଛାତର ମୂଳ ବାମରୁ ଦ୍ୱିତୀୟ |
2317421,236,283,27,29,the black fast forward arrow,काले तेजी से आगे तीर,কালো দ্রুত এগিয়ে তীর,കറുത്ത ഫാസ്റ്റ് ഫോർ‌വേഡ് അമ്പടയാളം,କଳା ଦ୍ରୁତ ଅଗ୍ରଗାମୀ ତୀର |
2318582,275,233,69,97,Orange color night lamp with wooden stand,लकड़ी के स्टैंड के साथ नारंगी रंग का नाइट लैंप,কাঠের স্ট্যান্ড সহ কমলা রঙের নাইট ল্যাম্প,തടി സ്റ്റാൻഡുള്ള ഓറഞ്ച് കളർ നൈറ്റ് ലാമ്പ്,କାଠ ଷ୍ଟାଣ୍ଡ ସହିତ କମଳା ରଙ୍ଗର ରାତ୍ରି ଦୀପ |
2359817,12,10,25,166,line where block fit together,लाइन जहां ब्लॉक एक साथ फिट हो,ব্লক যেখানে একসাথে ফিট,ബ്ലോക്ക് ഒന്നിച്ച് യോജിക്കുന്ന ലൈൻ,ରେଖା ଯେଉଁଠାରେ ବ୍ଲକ୍ ଏକତ୍ର ଫିଟ୍ ହୁଏ |
2381615,71,191,97,117,bat stand in middle of bats,चमगादड़ के बीच में बल्लेबाजी,ব্যাট ব্যাট এর মাঝখানে,ബാറ്റ്സ് നടുവിൽ ഉള്ള ബാറ്റ് സ്റ്റാൻഡ്,ବ୍ୟାଟ୍ ମଝିରେ ଛିଡା ହୁଅନ୍ତି |
2403426,138,226,97,122,doilee stand is silver,डोली स्टैंड सिल्वर है,দোয়েলি স্ট্যান্ড সিলভার is,ഡോയിലീ സ്റ്റാന്റ് വെള്ളിയാണ്,ଡୋଲି ଷ୍ଟାଣ୍ଡ ହେଉଛି ରୂପା |
2417016,359,345,20,17,person on the court wearing black shirt,अदालत में काली शर्ट पहने व्यक्ति,কোর্টে কালো শার্ট পরা ব্যক্তি,കറുത്ത ഷർട്ട് ധരിച്ച കോർട്ടിൽ ഒരാൾ,କଳା ସାର୍ଟ ପିନ୍ଧି କୋର୍ଟରେ ଥିବା ବ୍ୟକ୍ତି |
2409622,15,5,480,96,different plane models are seen.,विभिन्न विमान मॉडल देखे जाते हैं।,বিভিন্ন বিমানের মডেল দেখা যায়।,വ്യത്യസ്ത തരം മോഡലുകൾ കാണാം.,ବିଭିନ୍ନ ବିମାନ ମଡେଲଗୁଡିକ ଦେଖାଯାଏ |
2333896,24,334,64,48,Two press buttons of the sweater,स्वेटर के दो प्रेस बटन,সোয়েটারের দুটি প্রেস বোতাম,സ്വെറ്ററിന്റെ രണ്ട് പ്രസ്സ് ബട്ടണുകൾ,ସ୍ୱିଟରର ଦୁଇଟି ପ୍ରେସ୍ ବଟନ୍ |
2343638,357,348,141,26,Time and date stamp in corner,कोने में समय और तारीख मोहर,কোণে সময় এবং তারিখ স্ট্যাম্প,കോണിലുള്ള സമയവും തീയതിയും സ്റ്റാമ്പ്,କୋଣରେ ସମୟ ଏବଂ ତାରିଖ ଷ୍ଟାମ୍ପ |
2343784,89,165,140,31,The stand of the t.v.,टी। वी। का स्टैंड।,T.v. এর স্ট্যান্ড,ടിവിയുടെ സ്റ്റാന്റ്,ଟିଭି ର ଷ୍ଟାଣ୍ଡ
2374149,410,278,89,95,sharp knife on the chopping block,चॉपिंग ब्लॉक पर तेज चाकू,কাটা ব্লকের উপর ধারালো ছুরি,ചോപ്പിംഗ് ബ്ലോക്കിലെ മൂർച്ചയുള്ള കത്തി,କଟା ବ୍ଲକରେ ତୀକ୍ଷ୍ଣ ଛୁରୀ |
2364685,330,177,99,71,second bird on right,दाईं ओर दूसरा पक्षी,ডানদিকে দ্বিতীয় পাখি,വലതുവശത്ത് രണ്ടാമത്തെ പക്ഷി,ଡାହାଣରେ ଦ୍ୱିତୀୟ ପକ୍ଷୀ |
2320861,215,211,25,70,woman wearing dress about to cross street,सड़क पार करने के बारे में पोशाक पहने हुए महिला,রাস্তায় পার হওয়ার জন্য পোশাক পরা মহিলা,തെരുവ് മുറിച്ചുകടക്കാൻ പോകുന്ന വസ്ത്രം ധരിച്ച സ്ത്രീ,ରାସ୍ତାରେ ଯାଉଥିବା ପୋଷାକ ପିନ୍ଧିଥିବା ମହିଳା |
2400160,187,280,96,118,two motor cycle springs,दो मोटर साइकिल स्प्रिंग्स,দুটি মোটর চক্র স্প্রিংস,രണ്ട് മോട്ടോർ സൈക്കിൾ സ്പ്രിങ്ങുകൾ,ଦୁଇଟି ମୋଟର ଚକ୍ର ସ୍ପ୍ରିଙ୍ଗ |
2355397,129,27,74,95,a lava lamp on stand,स्टैंड पर एक लावा लैंप,স্ট্যান্ডে একটি লাভা বাতি,സ്റ്റാൻഡിൽ ഒരു ലാവ വിളക്ക്,ଷ୍ଟାଣ୍ଡରେ ଏକ ଲାଭା ଦୀପ |
2415000,325,205,111,90,black springs,काले स्प्रिंग्स,কালো ঝর্ণা,കറുത്ത സ്പ്രിങ്ങുകൾ,କଳା ସ୍ପ୍ରିଙ୍ଗ |
2398023,214,144,22,61,a mirror on a stand,स्टैंड पर एक दर्पण,একটি স্ট্যান্ডে একটি আয়না,ഒരു സ്റ്റാന്റിൽ ഒരു കണ്ണാടി,ଏକ ଷ୍ଟାଣ୍ଡରେ ଏକ ଦର୍ପଣ |
2356632,0,124,359,371,green grass as tennis court,टेनिस कोर्ट के रूप में हरी घास,টেনিস কোর্ট হিসাবে সবুজ ঘাস,പച്ച പുല്ല് ടെന്നീസ് കോർട്ടായി,ଟେନିସ୍ କୋର୍ଟ ପରି ସବୁଜ ଘାସ |
2371360,68,130,103,284,antique golf clubs and stand,प्राचीन गोल्फ क्लब और स्टैंड,প্রাচীন গল্ফ ক্লাব এবং স্ট্যান্ড,പുരാതന ഗോൾഫ് ക്ലബ്ബുകളും സ്റ്റാൻഡും,ପ୍ରାଚୀନ ଗଲ୍ଫ କ୍ଲବ ଏବଂ ଷ୍ଟାଣ୍ଡ |
2373028,291,247,159,63,wheels of train with springs,स्प्रिंग्स के साथ ट्रेन के पहिए,স্প্রিংস সঙ্গে ট্রেন চাকা,സ്പ്രിങ്ങുകൾ ഉള്ള ട്രെയിനിന്റെ ചക്രങ്ങൾ,ସ୍ପ୍ରିଙ୍ଗ ସହିତ ଟ୍ରେନର ଚକ |
1234,417,242,24,36,clear plastic French press,स्पष्ट प्लास्टिक फ्रेंच प्रेस,পরিষ্কার প্লাস্টিক ফ্রেঞ্চ প্রেস,വ്യക്തമായ പ്ലാസ്റ്റിക് ഫ്രഞ്ച് പ്രസ്സ്,ପ୍ଲାଷ୍ଟିକ୍ ଫ୍ରେଞ୍ଚ ପ୍ରେସ୍ ସଫା କର |
2386185,382,285,77,38,fine brown dirt,भूरे रंग की गंदगी,সূক্ষ্ম বাদামী ময়লা,നേർത്ത തവിട്ട് അഴുക്ക്,ସୂକ୍ଷ୍ମ ବାଦାମୀ ମଇଳା |
2385469,310,145,42,54,lifeguard stand is blue and white,लाइफगार्ड स्टैंड नीला और सफेद है,লাইফগার্ড স্ট্যান্ড নীল এবং সাদা,ലൈഫ് ഗാർഡ് സ്റ്റാൻഡ് നീലയും വെള്ളയുമാണ്,ଲାଇଫଗାର୍ଡ ଷ୍ଟାଣ୍ଡ ନୀଳ ଏବଂ ଧଳା ଅଟେ |
2380221,86,100,401,227,fast food,फास्ट फूड,ফাস্ট ফুড,ഫാസ്റ്റ് ഫുഡ്,ଫାଷ୍ଟଫୁଡ୍ |
2341826,55,461,6,5,a red cross on the paper,कागज पर एक लाल क्रॉस,কাগজে একটি রেড ক্রস,കടലാസിലെ ഒരു ചുവന്ന കുരിശ്,କାଗଜରେ ଏକ ଲାଲ୍ କ୍ରସ୍ |
2413967,59,258,286,223,a fast food meal served on a white plate,एक फास्ट फूड भोजन एक सफेद प्लेट पर परोसा जाता है,একটি ফাস্ট প্লেট একটি সাদা প্লেটে পরিবেশন করা,ഒരു വെളുത്ത പാത്രത്തിൽ വിളമ്പിയിരിക്കുന്ന ഒരു ഫാസ്റ്റ് ഫുഡ് ഭക്ഷണം,ଏକ ଧଳା ଥାଳିରେ ଏକ ଫାଷ୍ଟଫୁଡ୍ ଭୋଜନ |
2333371,233,141,55,81,Dirt is on the baseball players outfit,बेसबॉल खिलाड़ियों के आउटफिट में गंदगी होती है,গ্লাসটি বেসবল খেলোয়াড়দের পোশাকে রয়েছে,ബേസ്ബോൾ കളിക്കാരുടെ വസ്ത്രത്തിലാണ് അഴുക്ക്,ମଇଳା ବେସବଲ୍ ଖେଳାଳୀଙ୍କ ପୋଷାକ ଉପରେ |
4432,401,190,395,164,A cinder block wall.,एक सिंडर ब्लॉक दीवार।,একটি সিন্ডার ব্লক প্রাচীর।,ഒരു സിൻഡർ ബ്ലോക്ക് മതിൽ.,ଏକ ସିଣ୍ଡର ବ୍ଲକ୍ କାନ୍ଥ |
2387768,17,143,234,306,Man playing tennis on purple and green tennis court.,मैन बैंगनी और हरे रंग की टेनिस कोर्ट पर टेनिस खेलता है।,ম্যান বেগুনি এবং সবুজ টেনিস কোর্টে টেনিস খেলছেন।,"പർപ്പിൾ, ഗ്രീൻ ടെന്നീസ് കോർട്ടിൽ മനുഷ്യൻ ടെന്നീസ് കളിക്കുന്നു.",ବାଇଗଣୀ ଏବଂ ସବୁଜ ଟେନିସ୍ କୋର୍ଟରେ ଟେନିସ୍ ଖେଳୁଥିବା ବ୍ୟକ୍ତି |
2370952,215,152,38,60,Cartoon characters on his shirt,उसकी शर्ट पर कार्टून पात्र,তার শার্টে কার্টুন চরিত্রগুলি,അവന്റെ ഷർട്ടിൽ കാർട്ടൂൺ കഥാപാത്രങ്ങൾ,ତାଙ୍କ ସାର୍ଟରେ କାର୍ଟୁନ୍ ଚରିତ୍ର |
2375546,423,155,46,57,black TV stand with flat screen,फ्लैट स्क्रीन के साथ ब्लैक टीवी स्टैंड,ফ্ল্যাট পর্দা সঙ্গে কালো টিভি স্ট্যান্ড,ഫ്ലാറ്റ് സ്ക്രീനുള്ള കറുത്ത ടിവി സ്റ്റാൻഡ്,ଫ୍ଲାଟ ସ୍କ୍ରିନ ସହିତ କଳା ଟିଭି ଷ୍ଟାଣ୍ଡ |
2355568,10,37,468,335,Some people are at the county fair,कुछ लोग काउंटी मेले में हैं,কিছু লোক কাউন্টি মেলায় আছেন,ചില ആളുകൾ കൗണ്ടി മേളയിൽ ഉണ്ട്,କିଛି ଲୋକ କାଉଣ୍ଟି ମେଳାରେ ଅଛନ୍ତି |
2346238,284,76,75,129,charger stand on a desk,चार्जर एक डेस्क पर है,চার্জার একটি ডেস্ক স্ট্যান্ড,ചാർജർ സ്റ്റാന്റ് ഒരു മേശപ്പുറത്ത്,ଚାର୍ଜର ଏକ ଡେସ୍କ ଉପରେ ଛିଡା ହୋଇଛି |
2363270,191,221,216,111,security forces vehicle with open windows,सुरक्षा बल खुली खिड़कियों के साथ वाहन,নিরাপত্তা বাহিনী খোলা জানালা দিয়ে যানবাহন,തുറന്ന ജാലകങ്ങളുള്ള സുരക്ഷാ സേനാ വാഹനം,ସୁରକ୍ଷା ୱିଣ୍ଡୋ ଖୋଲା ୱିଣ୍ଡୋ ସହିତ |
